Entity,Code,Year,HAQ Index,"Current health expenditure per capita, PPP (current international $)",Population (historical estimates),Continent
Turkmenistan,TKM,2015,58.1,862.2256,5766427.0,Asia
Uganda,UGA,1990,34.0,,17586634.0,
Uganda,UGA,1995,33.9,,20680834.0,
Uganda,UGA,2000,35.2,48.754086,24020710.0,
Uganda,UGA,2005,38.2,74.92817,27946586.0,
Uganda,UGA,2010,41.4,141.2419,32341724.0,
Uganda,UGA,2015,42.9,113.361916,37477356.0,Africa
Ukraine,UKR,1990,62.8,,51589816.0,
Ukraine,UKR,1995,59.4,,51061268.0,
Ukraine,UKR,2000,62.0,226.96138,48879752.0,
Ukraine,UKR,2005,64.4,444.28198,46912616.0,
Ukraine,UKR,2010,70.5,562.6637,45683024.0,
Ukraine,UKR,2015,72.7,753.8464,44982568.0,Europe
United Arab Emirates,ARE,1990,56.9,,1900160.0,
United Arab Emirates,ARE,1995,60.8,,2434001.0,
United Arab Emirates,ARE,2000,64.7,2325.354,3275338.0,
United Arab Emirates,ARE,2005,69.0,2266.1372,4280995.0,
United Arab Emirates,ARE,2010,71.4,2516.5923,8481775.0,
United Arab Emirates,ARE,2015,72.2,2325.8171,8916909.0,Asia
United Kingdom,GBR,1990,74.3,,57210444.0,
United Kingdom,GBR,1995,76.6,,57930364.0,
United Kingdom,GBR,2000,78.4,1904.5356,58850044.0,
United Kingdom,GBR,2005,80.6,2761.2974,60383740.0,
United Kingdom,GBR,2010,82.7,3601.097,62760048.0,
United Kingdom,GBR,2015,84.6,4231.58,65224368.0,Europe
United States,USA,1990,73.7,,248083728.0,
United States,USA,1995,76.0,,265660560.0,
United States,USA,2000,77.8,4543.436,282398560.0,
United States,USA,2005,78.8,6454.404,296842656.0,
United States,USA,2010,80.5,7888.352,311182848.0,
United States,USA,2015,81.3,9392.066,324607776.0,North America
United States Virgin Islands,VIR,1990,60.4,,100699.0,
United States Virgin Islands,VIR,1995,63.1,,103468.0,
United States Virgin Islands,VIR,2000,65.8,,108199.0,
United States Virgin Islands,VIR,2005,68.8,,106499.0,
United States Virgin Islands,VIR,2010,69.8,,106154.0,
United States Virgin Islands,VIR,2015,70.2,,102808.0,North America
Uruguay,URY,1990,60.8,,3117011.0,
Uruguay,URY,1995,63.1,,3208305.0,
Uruguay,URY,2000,67.1,1026.1478,3292227.0,
Uruguay,URY,2005,68.7,975.8291,3317666.0,
Uruguay,URY,2010,70.6,1445.296,3352653.0,
Uruguay,URY,2015,72.0,1821.2423,3402820.0,South America
Uzbekistan,UZB,1990,51.9,,20579106.0,
Uzbekistan,UZB,1995,51.7,,23026212.0,
Uzbekistan,UZB,2000,54.0,159.16203,24925558.0,
Uzbekistan,UZB,2005,56.1,202.5321,26573428.0,
Uzbekistan,UZB,2010,59.2,268.00095,28614234.0,
Uzbekistan,UZB,2015,62.3,320.14917,30949416.0,Asia
Vanuatu,VUT,1990,36.4,,150900.0,
Vanuatu,VUT,1995,37.4,,170623.0,
Vanuatu,VUT,2000,38.3,74.44517,192087.0,
Vanuatu,VUT,2005,38.4,76.88132,217642.0,
Vanuatu,VUT,2010,41.1,97.4989,245464.0,
Vanuatu,VUT,2015,43.1,122.69769,276450.0,Oceania
Venezuela,VEN,1990,53.1,,19750580.0,
Venezuela,VEN,1995,55.6,,22107288.0,
Venezuela,VEN,2000,59.3,862.4543,24427732.0,
Venezuela,VEN,2005,62.3,827.3114,26668790.0,
Venezuela,VEN,2010,64.2,1143.4236,28715026.0,
Venezuela,VEN,2015,64.7,744.7507,30529722.0,South America
Vietnam,VNM,1990,49.5,,66912616.0,
Vietnam,VNM,1995,52.4,,73759112.0,
Vietnam,VNM,2000,55.8,96.36967,79001144.0,
Vietnam,VNM,2005,59.6,150.88922,83142096.0,
Vietnam,VNM,2010,63.0,251.39783,87411016.0,
Vietnam,VNM,2015,66.3,344.95898,92191400.0,Asia
Western Europe,,1990,73.2,,,
Western Europe,,1995,76.8,,,
Western Europe,,2000,79.9,,,
Western Europe,,2005,82.9,,,
Western Europe,,2010,84.9,,,
Western Europe,,2015,86.8,,,
Western Sub-Saharan Africa,,1990,35.3,,,
Western Sub-Saharan Africa,,1995,36.2,,,
Western Sub-Saharan Africa,,2000,37.0,,,
Western Sub-Saharan Africa,,2005,39.7,,,
Western Sub-Saharan Africa,,2010,43.3,,,
Western Sub-Saharan Africa,,2015,44.8,,,
World,OWID_WRL,1990,40.7,,5316175872.0,
World,OWID_WRL,1995,42.7,,5743219712.0,
World,OWID_WRL,2000,44.8,596.6281,6148898816.0,
World,OWID_WRL,2005,47.8,796.53217,6558176256.0,
World,OWID_WRL,2010,51.0,1032.9338,6985603072.0,
World,OWID_WRL,2015,53.7,1250.2612,7426597376.0,
Yemen,YEM,1990,35.2,,13375127.0,
Yemen,YEM,1995,38.0,,16103338.0,
Yemen,YEM,2000,41.3,138.13606,18628704.0,
Yemen,YEM,2005,44.5,183.59369,21320676.0,
Yemen,YEM,2010,47.8,214.73483,24743944.0,
Yemen,YEM,2015,49.6,110.01008,28516552.0,Asia
Zambia,ZMB,1990,37.4,,7686405.0,
Zambia,ZMB,1995,34.6,,8684139.0,
Zambia,ZMB,2000,34.3,117.65069,9891140.0,
Zambia,ZMB,2005,35.5,150.02713,11564874.0,
Zambia,ZMB,2010,37.4,118.23179,13792095.0,
Zambia,ZMB,2015,41.6,152.14185,16248231.0,Africa
Zimbabwe,ZWE,1990,48.1,,10113899.0,
Zimbabwe,ZWE,1995,49.5,,10994044.0,
Zimbabwe,ZWE,2000,45.4,,11834679.0,
Zimbabwe,ZWE,2005,41.8,,12224758.0,
Zimbabwe,ZWE,2010,42.1,191.80008,12839774.0,
Zimbabwe,ZWE,2015,48.7,199.67766,14154937.0,Africa
